,time,range,elevation,azimuth,radial_velocity,range_uncertainty,elevation_uncertainty,azimuth_uncertainty,radial_velocity_uncertainty,ID
1,1736300019.2650592,58161.753723236696,5.080673028290387,204.84495579108219,-241.08860015983416,630.779487072968,0.055627019512047765,2.251089794117113,2.603956050272619,2.0
2,1736300021.3644552,57434.89586746789,5.724127175620663,205.22326349156106,-239.50037894880194,456.51079035835244,0.04576435512376678,1.6506998318650692,1.9024094932545959,2.0
3,1736300021.5670648,56911.84138851483,5.296219289103798,205.37682972330708,-283.97684668517013,528.9259706758953,0.05087661383156067,1.9377851531738512,2.6879902363387607,1.0
4,1736300023.4725654,56436.12571990445,6.305737328809151,205.63854351032774,-236.8600984603212,349.3300679612288,0.039030094796263494,1.2790195663608623,1.479875257205961,2.0
5,1736300023.65879,55809.27390258097,5.840780980243915,208.23506092112808,-284.3855726264547,427.4463975804766,0.044881399227892506,1.5846224260932644,2.204736951652104,1.0
6,1736300025.5614645,55534.71565548131,6.807706042380182,203.60345170573862,-240.794078726386,279.03839504423206,0.03421154110462605,1.033925699715929,1.2083957816802195,2.0
7,1736300025.7617316,54148.191156776484,6.154638318932247,202.68324243152324,-286.89640687320843,358.31868950738357,0.04052615723031351,1.3434413352726395,1.8830117180911028,1.0
8,1736300025.9284167,57803.56199046302,5.24839221504002,203.7007979402968,-284.4978030630169,590.616917407884,0.05356434216650375,2.103117748658439,2.8499087149887217,3.0
9,1736300027.6543448,54344.17528201937,7.261557378538786,204.7659274273528,-244.39860545815472,230.69869449269677,0.030648210746045818,0.8646596827924234,1.0257397293876986,2.0
10,1736300027.8617024,53704.70721923799,6.492387986173509,203.58033168378068,-287.0118541336632,309.72977822582976,0.03730922848011602,1.1739067022540224,1.663298247996779,1.0
11,1736300028.0256865,57516.708965573045,5.611038824144753,205.8051724936945,-280.1552951095795,456.73214169833636,0.04590744546341542,1.6433794988383188,2.231416727467345,3.0
12,1736300029.7701702,53586.18430866564,7.646846157927785,203.98106858746505,-246.0318678049193,196.26034399230193,0.027953020706753293,0.7437432574111629,0.8989573731048134,2.0
13,1736300029.9532595,53199.67301356316,6.723537217093456,203.64904821683498,-288.2049426817916,274.9340654513875,0.03492437918435551,1.052923812421993,1.5121241337333822,1.0
14,1736300030.1265063,56263.35808981055,6.085507729893365,203.8253603431125,-278.2820439800303,369.171790575326,0.040475847006675746,1.341437347466422,1.8346912019206987,3.0
15,1736300031.8570032,53193.932382968145,7.996415604037293,202.67120559547087,-249.0917043114576,171.08726816373735,0.025886215133325927,0.6552924192324857,0.8093421039572437,2.0
16,1736300032.0550134,52196.693273099234,6.932407893713044,201.3349127475144,-294.92410908985056,249.88914492530887,0.03317798416213335,0.9666437118395468,1.4098572980533914,1.0
17,1736300032.2267313,55878.748711467175,6.541388721740944,205.1379721043382,-278.6830530987197,309.2216344649629,0.03650259417306031,1.134105732393001,1.5688558372342105,3.0
18,1736300033.1583557,57140.45076626228,5.543704131816455,207.5010453931612,-211.66226959436534,507.737935909232,0.0481610810403188,1.7938554929751296,1.8361697274360798,5.0
19,1736300033.9673748,52319.564878863326,8.316490700728952,202.72061019422867,-255.5189834674931,152.36777301298557,0.024292984913820086,0.5896460411944195,0.7457639704210435,2.0
20,1736300034.163956,51485.087637553515,7.068525892593534,201.4051244786888,-298.18535759638394,232.09546347779332,0.031945733851088814,0.9065309220209352,1.3446795049165006,1.0
21,1736300034.330825,54291.81532065047,6.856350864846176,202.30269951680185,-281.84081563918,266.8235265731762,0.03354105806258257,0.9873013219635219,1.385808692335739,3.0
22,1736300035.2569375,57005.54720598133,6.175757639651149,204.39018339294262,-211.0119856923134,367.55095188469255,0.039631258334542875,1.313859269333383,1.3485537819515845,5.0
23,1736300036.0548744,51285.17398691421,8.585644253681728,201.00748526447768,-260.7393175553357,138.3271792318689,0.023070405606293923,0.540698040978996,0.7013449153393173,2.0
24,1736300036.4241993,53732.232939581656,7.135684684957152,201.3619204576602,-288.51420531435684,236.20500586469907,0.03131671419736222,0.8814070642727004,1.2583723015140897,3.0
25,1736300037.0234666,54014.56212314648,5.007393395141461,206.33176260909852,-324.3228361920351,631.3592183567418,0.05797606137343602,2.3495199788578027,3.8006586903640436,4.0
26,1736300037.355738,56724.0750318929,6.811905795476176,204.12097841212537,-215.25795949263713,280.90303004472736,0.03376841987293961,1.0153176892252387,1.0532903878229574,5.0
27,1736300038.1600647,50894.32313729535,8.78895739911855,201.16360408400843,-266.69849739851026,127.81249864212622,0.02214890788384585,0.504486549976821,0.671751612793412,2.0
