,time,range,elevation,azimuth,radial_velocity,range_uncertainty,elevation_uncertainty,azimuth_uncertainty,radial_velocity_uncertainty,ID
1,1736300180.7901957,155478.03765277952,5.102879994366237,203.87620954555913,143.69577637362045,1045.5351361914143,0.033920491568467756,1.3722343928361973,0.948191654524259,17.0
2,1736300184.1906722,155246.67343278762,5.784351785172267,205.69364106493597,124.41565307740468,724.751482909437,0.027014231097782476,0.959148165716155,0.5838225062503154,17.0
3,1736300187.594289,154012.94012855203,6.471640790538288,205.3767063322903,108.12243960628106,533.855566125013,0.022389241474971126,0.7123373435858174,0.37415713581159277,17.0
4,1736300188.1821535,154738.84890008316,5.413686158628021,205.57980818034312,72.5850912500588,854.5373489871598,0.03016133820182684,1.1401219299103982,0.40189296982415057,18.0
5,1736300188.9512753,156577.1954062426,5.171509528904572,208.2365004932573,165.86459942000502,984.2216749792728,0.032571107311601004,1.2882705634910987,1.0429310261172131,19.0
6,1736300189.9613304,156568.71300105553,5.05159559558019,207.2026753061468,145.83076301244128,1067.1416648875136,0.03441074432475289,1.4047487258950766,1.002015774266536,20.0
7,1736300190.999452,152517.1314112078,7.074081393542415,206.03571959343083,90.3294889257928,411.4340896399494,0.019109543126521265,0.553489784675211,0.24349961033833634,17.0
8,1736300191.5864341,152694.59405488078,6.057775162173577,206.16651958541888,55.524081687223095,629.8733577928833,0.025008953860789072,0.8481516198265647,0.22845633093475842,18.0
9,1736300192.3532758,155365.56773366343,5.895864476701762,204.19811514371096,148.69065478119552,682.5633437851919,0.025947644034332463,0.9005263029703173,0.6544175919961966,19.0
10,1736300193.3697414,155229.1709681103,5.703206528312246,205.57923393573904,129.0856254986331,739.2827067792527,0.02739632845212334,0.9817133277136798,0.61836532037733,20.0
11,1736300194.3962665,151273.67723314572,7.682942122139757,204.79360756590313,72.45497623101804,328.44207447397554,0.0166847028877159,0.4454682816219741,0.1569242571861667,17.0
12,1736300194.9798386,151270.23101958272,6.618167785598326,205.3260217800787,37.635557139044494,486.29277843972056,0.0213730070917813,0.6608452014859589,0.12149417009856016,18.0
13,1736300195.7528799,154032.03122868185,6.6250473317538265,206.96189898291448,132.48104274175134,502.7411908011291,0.021503033817724115,0.6684917812532144,0.4298862644999339,19.0
14,1736300196.038876,157672.1152946971,5.195508652614789,203.48897692994507,138.66802312856242,1020.7793370292345,0.03335136750883166,1.3350672269380606,0.904092986713579,22.0
15,1736300196.7702947,152690.70144767247,6.4067627106844665,205.26812827974354,111.36510296322461,544.3386425829619,0.022702555196103383,0.7291230431590362,0.3977108545236196,20.0
16,1736300197.79786,149698.9063635041,8.249964103448018,204.93797233196938,53.58829563037146,269.72966355789345,0.014834852356685888,0.36885245305112585,0.09663129379867622,17.0
17,1736300197.8153186,155238.1764296884,5.375342844908905,203.94441627836568,76.19697335443226,878.4748898066812,0.03074337475572895,1.1762491147753067,0.4373748609332747,21.0
18,1736300198.3758142,149592.41772897076,7.186550091796408,204.92128508594365,19.625815675690884,389.2224280995075,0.01869679221986565,0.5338063881191212,0.05109337366618276,18.0
19,1736300199.1513355,153137.18721153217,7.235886745645499,204.9853640888044,114.61061927661243,387.28024296214244,0.01834604531324846,0.5189875120428799,0.2894718470704105,19.0
20,1736300199.44568,155845.59707776216,5.857586406116353,206.06291159244046,122.54860285381083,708.1490745654115,0.026571341796772566,0.9334214787260734,0.5560878455952795,22.0
21,1736300200.1737254,152925.53010708987,7.061921469512189,206.0889134377697,94.00905456448062,419.39940323557363,0.01937612303146321,0.5666323120411015,0.2602411315907561,20.0
22,1736300201.20021,147990.191995468,8.769776095667488,204.47864614084054,34.590081135486464,226.77926589961527,0.013389545074026505,0.3126974286751486,0.05282505971858219,17.0
23,1736300201.209993,151685.16390297134,6.01830130148465,205.69867703411649,58.890311486717245,647.3533592107287,0.025489498185670277,0.8752072615008608,0.25169993014196596,21.0
24,1736300201.7786574,148124.1203501733,7.683803132279793,204.74679948207992,0.9874683111881369,320.7175484182292,0.016664417692259674,0.44392763716567113,0.002146954324432819,18.0
25,1736300202.5566196,151367.28062063237,7.878783963880956,205.0827733502176,96.77642619541254,308.9335774369569,0.01600850141723903,0.4172314881171791,0.19618934889014358,19.0
26,1736300202.8460126,153826.68099637626,6.461478731958261,205.78896268069016,105.11407293611656,521.9163955875282,0.022026729083767696,0.6932541789731017,0.35568233037743646,22.0
27,1736300203.106113,153543.27000163635,5.683017075301864,206.64637094501344,113.16305657143137,764.5873162613574,0.028013557513640534,1.0161116444909988,0.558808649875856,23.0
28,1736300203.5693939,150393.24931363988,7.615409147928818,205.066468622085,75.77225716145553,334.7424814773107,0.016918017020865442,0.45617390541906183,0.16916085855727708,20.0
29,1736300204.58695,147024.00564534107,9.243447796232571,204.49546743637836,14.98202052299465,194.5097923891571,0.012239535565127947,0.27045966116895936,0.019771347815278076,17.0
30,1736300204.6184478,151242.1598371389,6.569015315773645,204.95377319506068,41.27790738733643,499.7636765329725,0.02178532878868011,0.6822088083340847,0.1371814973382815,21.0
31,1736300205.1869411,146288.05963476555,8.1559251918468,204.2135283919113,-18.202327178462554,270.7284770302972,0.015084432881409975,0.3782345631279851,0.033596708667817964,18.0
32,1736300205.9568982,150359.64893496953,8.446915141131289,205.65687495572794,77.89894278851267,253.46374839494223,0.014222694734593613,0.34500406645165016,0.13113402315604686,19.0
33,1736300206.2392964,153259.61385827026,7.155720055881322,205.89161021302837,87.82566693047355,402.39393092810155,0.018801713405614776,0.5385930826570913,0.23073293548002807,22.0
34,1736300206.5050893,152553.97394039205,6.330225974519547,205.55440330027474,96.27604723882115,563.1197786946932,0.023217504502846376,0.754938186551501,0.3518205610934963,23.0
35,1736300206.983885,149095.6854469715,8.182718188299248,205.09951688829005,57.419774325449275,274.8769877423446,0.015043697137345801,0.37785472924807306,0.10572956124146296,20.0
36,1736300207.4656105,153231.7762688256,5.56574473707916,205.32656112129112,102.73144510326841,799.9069854544497,0.028879062709313476,1.066214273175491,0.5307092054907309,24.0
37,1736300207.9952412,145474.33937270916,9.696101718188793,204.78220358679903,-5.2026381615249315,169.74156999738173,0.011311888016179642,0.23803626751686466,0.00606428484056997,17.0
