,time,range,elevation,azimuth,radial_velocity,range_uncertainty,elevation_uncertainty,azimuth_uncertainty,radial_velocity_uncertainty,ID
1,1736300009.959736,25439.791355543766,5.990996354844291,267.57928277591225,-7.600294419140496,108.76838189702933,0.025441234568234355,1.1388365434646792,0.03241644478372287,1.0
2,1736300011.853535,25943.80827504304,6.762904198089536,268.2485919007949,30.398108170730925,80.14941524330193,0.020843384525251932,0.8309511934753743,0.09425364046456086,2.0
3,1736300016.4199827,25635.436620451736,6.3764751278467795,267.05080763243905,51.077175050066295,91.50207729940828,0.022835352459407432,0.9564587166887635,0.18397798539199448,3.0
4,1736300017.2651453,21257.038617197697,12.780595104125451,273.4441989563003,54.628347592015366,12.092628646528537,0.0072638200101848354,0.15567776971430272,0.031095133177516242,1.0
5,1736300019.1653552,21803.376498484755,14.330549219107967,273.8461501219421,93.07319857508432,9.195250067466672,0.006040969002821161,0.11543743331981317,0.03925309179515408,2.0
6,1736300021.218241,25105.664643891647,5.241006446245406,266.27706216488883,-33.243485999506305,156.35840762797602,0.03227353856682833,1.6527715938046235,0.20453877492369368,4.0
7,1736300023.7276077,21121.521042083452,13.766221796251319,271.38093964852715,100.46784490473298,9.889404811182041,0.006444337753217686,0.12710611597643331,0.04700708886781235,3.0
8,1736300024.5614936,17996.812795490292,19.143877042709907,280.552273551983,91.6842909199384,3.599661114045554,0.003828085672262388,0.056122503815773626,0.018328565950681896,1.0
9,1736300025.750007,26079.552113932383,7.2762348742775504,267.1483295769552,86.98902148985319,65.28630015613558,0.01828791689832819,0.6733077091283743,0.2180777230519883,5.0
10,1736300026.4578424,18832.459448413832,21.50744657799172,280.859550842362,129.94929693287656,2.7927808338189606,0.0031891340890034406,0.04163784741613909,0.019268416146149426,2.0
11,1736300028.5314295,20653.18035842969,11.159356259057505,272.4912748162206,23.473024320621885,16.775641957555845,0.009049634822704551,0.22152751962211387,0.01906908192753273,4.0
12,1736300031.0198884,17731.053620302187,21.03495886265806,276.95223012787864,128.48144810462372,2.7823013111282937,0.0033011064419829336,0.04345476673225957,0.02016050225924364,3.0
13,1736300031.465028,25662.031991599295,6.501941421882275,269.11301937190507,41.64847267275049,88.97363270336054,0.02238910965969242,0.9283165620770809,0.14482135307717728,6.0
