,time,range,elevation,azimuth,radial_velocity,range_uncertainty,elevation_uncertainty,azimuth_uncertainty,radial_velocity_uncertainty
1,1736300050.1442206,23350.86792898144,9.073476727993079,255.58839242534225,404.7764067322343,32.37789361108205,0.0126159040215483,0.3545324043876486,0.5607438820349301
2,1736300051.845228,22744.30731213965,14.858615429493192,257.8519030394248,647.2619553420941,8.731980432485681,0.005705456746849408,0.09901194573221168,0.24848132727593203
3,1736300053.5483954,22407.059328584488,22.253534066763997,261.32945044070055,936.9452940351105,3.043845061656502,0.0030240122297789545,0.035505058466172884,0.12729066039421416
4,1736300054.5892189,23123.553920965212,8.941266448396131,255.35460471201029,362.58813750710345,33.54288530035704,0.012967026122540592,0.37050646808838644,0.5258302977715408
5,1736300055.2573166,22495.41961647231,29.435442632240232,265.1106854393811,973.4731716591097,1.4983899901823443,0.0019605766967564823,0.017657257238345138,0.06483677578261599
6,1736300056.293188,22407.329517293874,14.693779531588506,257.87896937874507,598.2927337673015,8.868808818379181,0.005812447821858674,0.10205988850485984,0.2367614947618146
7,1736300056.9493246,22931.12306301826,35.61947018378101,268.9273140210403,996.0609461523518,0.9411780249183398,0.0014619572680254398,0.01103739687146359,0.04088367066096033
8,1736300057.9834325,21911.79147176428,22.146746661501222,261.35302797513424,888.8481875290873,3.016465524861237,0.0030486295050182032,0.03599207938940801,0.12238863820977512
9,1736300058.2174664,23088.95245081702,8.676469119507924,255.3360831266654,296.07691800660024,35.88500142251835,0.013555179678264497,0.3984652343780446,0.46141963861415325
10,1736300058.6472561,23610.363903248603,40.952325012055695,272.82681700627626,1009.7391682149638,0.6805139310691137,0.0011803808410652376,0.007863530548801005,0.029103958747523643
11,1736300059.6942856,21845.672007440444,29.454736679393502,265.36485217081866,939.1040463050284,1.4523906113500844,0.0019583210923087005,0.01763770688147637,0.06243822974844603
12,1736300059.9292004,22258.787973665934,14.316652663676567,258.5561227446747,509.23272140239936,9.420453005720264,0.0060550056323041635,0.10936747024088737,0.21552453511899863
13,1736300060.3474083,24477.850494488983,45.544620706438366,276.87666672033794,1018.0918988840551,0.5392458602060825,0.001003366965723167,0.006099917061278441,0.02242938861646202
14,1736300061.3951411,22150.63420389644,35.810139092707956,269.3262703632944,971.2235060743086,0.8968637751569792,0.0014499642434393522,0.010903944632530305,0.039326757709558804
15,1736300061.625044,21701.38878046095,21.605938534313008,262.4088571491634,781.6445460003715,3.1805602451389365,0.0031669149205749256,0.038465674180302306,0.11456936210611346
16,1736300062.008092,23081.085564827372,8.906155009898129,254.95689420228268,355.95151487471605,33.79832040779823,0.013025127011062445,0.3732952865138799,0.5185037276868814
17,1736300063.0944495,22714.582412938813,41.31627425180054,273.42398633584713,991.1519655329352,0.6402587231330338,0.0011645325089860437,0.007707098826433027,0.027936240788655496
18,1736300063.3216903,21573.479696019636,28.767734312903805,266.7638258125479,841.2597803106449,1.523662451269841,0.0020315501610426528,0.018840741730610903,0.05940818007359002
19,1736300063.7127383,22422.74237602605,14.638525774736133,258.10062312426135,587.0950803976986,8.947027945160654,0.00584136381446008,0.10294173470003028,0.23430296997335362
20,1736300064.788818,23480.32358356628,46.062696005247645,277.78980557281875,1003.6023066933521,0.5027608623460013,0.0009862253706556076,0.005947733412233028,0.021488082170646607
21,1736300065.021537,21817.51774325053,34.966110291431725,271.17770640516767,878.9443103364811,0.9385290619623315,0.001504119363170246,0.011664759355124682,0.03780673983089824
22,1736300065.400941,21929.03368654759,22.058893978667594,261.5683544373192,874.1923931842085,3.048552258921396,0.003066336184460321,0.03636405090999069,0.12152500104088987
23,1736300066.276276,23052.48102887855,8.891632243591374,255.57780589278093,349.8496591942036,33.987438493461994,0.013074786368192372,0.37562159915732807,0.5132356164754154
24,1736300066.717383,22327.02235239939,40.31495577854647,275.68585113388326,902.5026186086615,0.6696096120315987,0.0012091152299060764,0.008268491226998938,0.02706744043419208
25,1736300067.0985463,21877.4068541333,29.327153224561904,265.5974727187248,924.790171683812,1.470711464001949,0.0019715868542276188,0.017853244130843205,0.06215522510950432
26,1736300067.9666889,22401.225796321767,14.596566785133852,258.17753276537417,579.3991720729712,8.986997672908993,0.005860586406103726,0.10351202459118966,0.23256137075989292
27,1736300068.7993255,22187.225656868613,35.6316587592719,269.63962743925356,956.6750325068837,0.9098082900245793,0.0014611475140417724,0.011056722252285954,0.03922595083807989
28,1736300069.6743088,21897.066953322228,22.02004746342612,261.6969711342302,865.7473180378645,3.058183056735397,0.0030747850795162846,0.03653876725966205,0.12086513338054447
29,1736300070.51054,22756.78917309125,41.0859938177854,273.8083579371108,976.361109292415,0.6505434319031884,0.0011745480962917975,0.007827876604461105,0.027910844770382685
30,1736300071.028704,23390.912197455036,9.183526689143306,255.30421716042596,435.45755414401657,31.507353811255257,0.01237683346044157,0.3436044890442371,0.588142191056731
31,1736300071.3616898,21838.270843519465,29.2851535963534,265.6999101180443,917.0674094152077,1.4737695318740216,0.0019762284202706876,0.017929598045762777,0.06188311035381103
32,1736300072.201008,23523.869337124623,45.77915624332771,278.1951494319669,988.684509115721,0.5115623801883399,0.000995524328864203,0.006049918733482159,0.021500134894999724
33,1736300072.7276998,22867.793271495073,15.000658786018079,257.54220299128605,689.3375351948142,8.55984471097805,0.005616062000293088,0.09640450039980303,0.2579686480122336
34,1736300073.067402,22139.098403803182,35.58482895837109,269.756923852885,949.6482071681813,0.9110242205731751,0.0014642315563966899,0.011100938013948682,0.03907759506281329
35,1736300074.4401858,22599.160571630655,22.43105669076647,260.9068729979001,984.8228345924971,3.009411034731489,0.0029871604758937866,0.03474433644565349,0.13113874211573764
36,1736300074.6598394,23251.307953069798,9.015769489106939,255.94977793816236,385.73080465858385,32.84930909001586,0.012756503493596229,0.36092325482876736,0.5458662878854987
37,1736300074.7697458,22700.445679115954,41.03318438866285,273.9959335226767,969.8844706441823,0.6511018592052491,0.001176882115337931,0.007858517051099396,0.027817449096031968
38,1736300074.7924082,23926.424760305767,5.034238364252883,252.21192760216874,304.39481402670805,165.0938415297036,0.03454040281021947,1.739858543122987,2.1066353508402558
39,1736300076.1344438,22756.257238784445,29.617176645781274,264.5117254197406,1014.8313978527307,1.4919550761684182,0.0019419856359316108,0.01734425456135085,0.06653795379998502
40,1736300076.3680246,22605.747738114704,14.781551830903217,257.8553933160735,626.1902283737652,8.793050688356711,0.0057497138543868564,0.10027971076456627,0.2434136704367148
41,1736300076.4655366,23461.845494206093,45.72071292063581,278.4096643629804,982.5169995549938,0.5118724510640932,0.000997482208829949,0.006074094573194716,0.02143558368866335
42,1736300076.4978306,23528.64146418389,9.354275027672724,254.5402840003306,494.30742530021615,30.17226678669661,0.012009134972781542,0.32696821766614087,0.6328012322514027
43,1736300077.8282323,23242.456370761432,35.79825268546007,268.1386165368672,1033.108635835023,0.9417789313677392,0.00145065177216526,0.010865778234917594,0.04186444625998406
44,1736300078.0629427,22214.945869716426,22.203728720186938,261.43926607483695,915.322457178791,3.0371069491055245,0.003035601217198657,0.03573913989974036,0.1251691496261263
45,1736300078.1982858,23076.230098093663,15.247965728535519,257.05228621394065,762.4301008308815,8.284828591122261,0.005475621524130438,0.092330006063577,0.2737474711167704
46,1736300079.3757896,23369.24686341308,8.979788453473649,256.12504854465175,375.36212583609824,33.330994331309945,0.012840104123213264,0.36509675268044034,0.5347736751941466
47,1736300079.5236447,23968.990396619873,41.13602628371818,271.85408013075977,1044.1102991442722,0.6831723233422782,0.0011724439699614439,0.00774890941727473,0.029760451098021026
48,1736300079.7660375,22250.835790615994,29.43061906559465,265.23406797122226,957.5964804877686,1.4829241994729434,0.0019614324732989655,0.017679344595123287,0.06381701801507962
49,1736300079.8875337,22892.61087184027,22.730081876235147,260.1077863454247,1069.0160674713154,2.948195675356942,0.002926949012748629,0.03350114749296014,0.13764616368682855
50,1736300080.590136,23253.589993755275,9.112748031416963,254.9092411941093,411.6433489825069,32.09032517174221,0.012573766786331797,0.3523458803363982,0.567761242140219
51,1736300081.0753431,22776.042167020958,14.687869859486993,258.2895273367362,605.1903176135346,9.011490570864305,0.005812537668151179,0.10223334734860312,0.23953402711793226
52,1736300081.2377732,24879.10167795961,45.73549791682344,275.7127225274102,1050.7266911209927,0.5423741911311398,0.0009970182194466333,0.006010808778636165,0.022905881361874495
53,1736300081.4632308,22632.788094868374,35.66731532903743,269.1290694063643,983.7872662673334,0.9257126994624327,0.001458880018972716,0.011008171650144082,0.04023631758174808
