,time,range,elevation,azimuth,radial_velocity,range_uncertainty,elevation_uncertainty,azimuth_uncertainty,radial_velocity_uncertainty
1,1736300050.8536184,39688.84660652713,6.408146856196158,360.0849115261144,-168.5093041708277,274.0017441399224,0.04482907967684089,2.4898615301310167,1.1750168934987153
2,1736300055.2898753,39464.92587794211,6.292409866102683,354.70866374382837,-109.05986500297506,295.3257672511002,0.046976793232504185,2.6839119534406346,0.8196735457952875
3,1736300058.921003,39318.013309000045,6.074122166352448,355.87344917688046,-106.82227514960255,327.80138141580187,0.050031900394280064,2.9655514028879453,0.8982117006474779
4,1736300062.7025795,39394.23382509439,6.2288136442971345,365.8421009737387,-116.10811279247882,298.22049496571464,0.047241525386767236,2.7076437933508464,0.8862765504105357
5,1736300066.9733484,40053.44559855688,6.268877556538366,357.4802494340849,-117.13374139189732,301.01141046469735,0.04751020526034173,2.7321616084718023,0.8792246700028317
6,1736300071.733427,39540.70171739326,6.578475625607179,359.25382991864785,-183.58615335867523,260.61546369611284,0.043489241162645485,2.3722093370182797,1.21506374669699
7,1736300074.2363338,41902.085559440246,11.277464227453954,360.15315137600356,-82.10699630973618,65.77758191581874,0.017727256156198596,0.5655286196368875,0.12882055617156457
8,1736300075.3641074,39758.3418827092,6.353179009184885,355.44224253237206,-148.3462095725717,282.4676884216945,0.045683446668825026,2.566360804376762,1.0553110983705551
9,1736300077.1971354,38937.15966451839,6.783967254610042,355.77270300542204,-199.63371987024468,240.38339227707965,0.04143114696476281,2.1956250670848965,1.2231570576510231
10,1736300079.698099,41686.44585592536,11.667532355096593,359.60078046939054,-100.90547829553789,60.073193028491815,0.016825399329948344,0.5193305256658631,0.14590317295354616
11,1736300080.0802581,39518.01100207402,6.341506682789092,358.0472555576374,-192.5238200974006,284.9681111927386,0.04586782501945087,2.5812861531163396,1.377133320693729
12,1736300081.289553,39353.00772985943,6.426646512907608,354.1122128312579,-130.73506151530285,273.18595533047016,0.044799539036668466,2.488500526487592,0.9163172334733936
13,1736300083.6195388,39644.87521722395,6.601598933596216,359.8208011879476,-176.65212334503684,264.8680530179284,0.04392017684305726,2.4099088181740123,1.1870762204676308
14,1736300085.7594478,39271.42582513849,6.199477428981261,356.118222623194,-140.85688053663594,311.98721484450857,0.04851184214589629,2.8230567694890567,1.0988272919339122
15,1736300237.9108102,28816.41619020554,5.651547962738751,317.58842640399337,-14.089916283720367,286.1760714845671,0.0560969012438498,3.0989558178524836,0.13918304681036428
16,1736300240.4147801,29507.604968020503,10.051126824999518,314.83205326311247,47.20071036728708,62.683597994828446,0.02133812298558003,0.6689754726517229,0.10010998726822498
17,1736300241.2437437,29207.451494505192,5.776289784225306,311.0552063001191,-23.450553630729516,280.7676171959528,0.05536160372847289,3.0340880263368972,0.22919426483146782
18,1736300242.9050293,30367.760556240344,13.853251855944396,317.8775956583149,91.64127396033177,28.027837529003815,0.012766267207642748,0.2932768173482092,0.08431503955965321
19,1736300243.751977,29250.978402824505,5.464892532741898,309.49224526859035,-78.92840791513397,313.05961856881305,0.0592026834044459,3.3747502809504013,0.8382192318834358
20,1736300243.7563233,29793.670321635058,10.151024772001728,315.34184730551647,37.6400589509694,61.790876403760954,0.021110754856121405,0.6570504306206285,0.07854628449537356
21,1736300244.8044689,28822.993322901773,5.487656524689835,309.08134680886246,2.6414605207614192,287.8818384925567,0.05638510292800046,3.124816924351338,0.02631130385482576
