,time,range,elevation,azimuth,radial_velocity,range_uncertainty,elevation_uncertainty,azimuth_uncertainty,radial_velocity_uncertainty
1,1736300139.003219,62926.25442213428,9.604548554767073,200.04292552574097,1039.3608799153494,126.47922695365126,0.01923435476203562,0.4013500875396006,2.087224345901626
2,1736300142.700955,61651.49072851653,15.15269699936377,200.05046367787048,990.211181637181,37.57447311010046,0.009225330635375624,0.12188658615937,0.6026428616299843
3,1736300143.5816147,62867.971638081566,9.522343998101098,200.35682431024375,989.9250503902828,128.30481063974258,0.019447254207221282,0.40798370731986905,2.018496053422269
4,1736300145.7770321,63438.02993451458,9.702736378401793,200.6463355765005,1052.1802695519718,124.26925491629166,0.018957033442462714,0.3917578812020808,2.0629058444468624
5,1736300146.3955965,60896.50649653378,20.237491793185306,200.02485997602616,1001.4601899947572,17.588750050401853,0.005845929041220653,0.057775549393849955,0.2894466683597063
6,1736300147.2855785,61331.329294616735,15.049231437673468,199.70929405942977,944.8244584686727,37.9384083396762,0.009310878450895423,0.12346961481343527,0.5840014620051632
7,1736300149.474082,62281.213590730986,15.258583445087954,199.82721520378078,1001.8528745483612,37.23401362569065,0.009122513563648878,0.11952689432804836,0.6000000946688255
8,1736300150.0193949,62896.666247939895,9.495152529763484,199.40535763361274,959.4999926368682,129.46981343319354,0.019578732441441562,0.41214097529673965,1.9821404167406078
9,1736300150.094005,60544.78426818193,25.129348902279634,199.9644151887069,1037.3932430395419,10.047103890866502,0.004172031532953979,0.03318384619688316,0.17217805251647486
10,1736300150.9819179,60441.962918414785,20.141578489819512,199.26524051002355,960.0898812989267,17.690920397544822,0.0058928285071267635,0.05836488385732732,0.2808845841707052
11,1736300153.1715744,61666.7232765432,20.348940306249617,199.59596244349953,1017.7038633370933,17.55577302967734,0.005795366566514408,0.056859438608354275,0.28985108781438684
12,1736300153.7099442,61121.96403339147,15.013616866364826,199.36817773892952,919.5306738679058,38.1916031057447,0.009365504512206427,0.12451014894078183,0.5742255710233141
13,1736300153.7924154,60548.97253928883,29.90797629457023,199.85438504654667,1075.4951127795064,6.455556637498664,0.003188782871591421,0.021306159491636195,0.1146558009800102
14,1736300154.6842098,59971.8134676867,25.02940201374948,199.16810875921598,996.6394196935331,10.067185179308359,0.004200479562922258,0.0334295162924192,0.16729524066601834
15,1736300155.8014076,63081.78240949474,9.50091227640539,200.52831080461743,973.4879520411813,128.99809082235666,0.01952646499491957,0.4105199556320904,2.000183534602755
16,1736300156.8783605,61476.24141472079,25.24057895340756,199.477328772661,1054.7716093828235,10.100084610688112,0.004146173350971386,0.03277308329828359,0.17325224956483634
17,1736300157.3640363,62708.92538155893,9.416341865113223,200.60600360256106,976.6248156395711,131.76663222919603,0.019853116675580835,0.42228818444747196,2.064976452958588
18,1736300157.4165933,60210.96796146975,20.06893831583589,199.11922987785016,936.0663810269716,17.775009949941868,0.0059239810928959575,0.05877881877972153,0.27642656634796264
19,1736300157.4901412,60896.94780459753,34.53624472967795,199.72509421270664,1104.987428958471,4.504704814106613,0.002554858408380273,0.014773255611356312,0.08173111883767092
20,1736300158.3841176,59882.188364805545,29.796896349889142,198.86243976951906,1036.9960872036415,6.442139601246321,0.0032061624715227777,0.021396597703943917,0.11156080250301646
21,1736300159.4898632,61229.35327918602,15.010696971375264,199.49771019672687,930.5546853951975,38.083933162773015,0.009343334274391076,0.12410253243090676,0.57894405574638
22,1736300160.5741658,61676.14885867716,29.972266577692206,199.27869041668785,1092.5393130865455,6.538636337976933,0.0031776705959360905,0.021125656822741232,0.11582940840538407
23,1736300161.0744267,60705.59625191788,14.915761606016273,199.98929894181074,930.6393365356693,38.593397179998085,0.009470536118546318,0.1271861039707413,0.5915758777959276
24,1736300161.1045315,59677.64856254097,24.946583639643542,198.7967619809653,974.067609452439,10.09602510519119,0.00422037365958188,0.0336218880950834,0.16477063298969216
25,1736300161.192366,61549.0535170498,38.98923967824635,199.58670715876315,1124.1171832109483,3.348290700425511,0.0021209846334133394,0.010856754613401735,0.06114826352636801
26,1736300162.0879922,60122.718883542795,34.44976307214774,198.58645888709427,1069.6196414672263,4.475524357930771,0.002564705378053913,0.014782310222998746,0.0796264703618872
27,1736300162.1552296,62120.480592915585,9.375037266726467,200.01646244847248,931.4172099031778,133.84972953133786,0.02008273451097417,0.4296118114156986,1.9983860045442519
28,1736300163.1900702,60306.75989566755,20.094967781895146,199.21386653795565,946.6454179814262,17.73627593261502,0.005911030962288427,0.05861549209389455,0.2785215494633828
29,1736300164.28717,62212.219036194176,34.54552549867147,199.06020033944426,1121.2793944255686,4.599076083761298,0.0025537226608519713,0.014713464300419152,0.08288485397188246
30,1736300164.7749295,59592.44949715181,19.964212637083108,199.82279942812437,941.8450071275906,17.853637153971114,0.005977977265966382,0.059912886640938565,0.28232621835701005
31,1736300164.819559,59537.224432264265,29.723973695615108,198.3982257029611,1015.2787888697142,6.447380955958978,0.0032192884180594562,0.021486725087247156,0.10997387808248661
32,1736300164.89746,62475.29102436502,43.23982932884368,199.44925265070626,1133.9287128815781,2.616280815855642,0.001810547582398727,0.00835163983218387,0.04748179847246515
33,1736300165.7920058,60662.694894916545,38.937388154102656,198.2138238179781,1092.1600116643717,3.3115368364773934,0.002125506383888827,0.010820556433216862,0.05962231884697554
34,1736300165.8519154,60501.4885999506,14.80362490306864,199.81182659976608,888.2044863792034,39.05972939404265,0.009567021234124947,0.12903155358156693,0.5742043981048515
35,1736300166.7464762,63010.41483747633,9.551985731020636,199.6005918705367,1015.8141318078083,127.00289934847049,0.019294807838128644,0.4030492235999546,2.046718544456318
36,1736300166.8904934,59780.27230172483,24.982565809062674,199.01720098003804,984.614106369029,10.080358741019259,0.004211856027842042,0.033545161740213665,0.1659270022163867
37,1736300167.9817991,63060.61670855314,38.92404427136105,198.78834216004387,1139.5130141050947,3.445897390884303,0.0021268320765864455,0.010863406847470234,0.06227101098567559
38,1736300168.467415,58905.626586206934,24.84333922598419,199.871215370018,976.0149584578988,10.079607529474774,0.0042501366223911315,0.03419861129516358,0.16706003117214893
